,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
278,36,admin.,single,high.school,no,no,yes,telephone,may,fri,148.0,2,999,0,nonexistent,no
279,36,services,married,basic.6y,unknown,no,no,cellular,nov,fri,1022.0,1,999,0,nonexistent,yes
280,33,blue-collar,single,basic.9y,no,no,no,telephone,jul,tue,116.0,2,999,0,nonexistent,no
281,29,technician,single,high.school,no,yes,no,cellular,aug,thu,144.0,1,999,0,nonexistent,no
282,39,services,divorced,high.school,no,yes,no,cellular,nov,wed,222.0,3,999,1,failure,no
283,35,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,thu,77.0,2,999,0,nonexistent,no
284,37,technician,married,professional.course,unknown,unknown,unknown,telephone,may,fri,92.0,1,999,0,nonexistent,no
285,36,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,147.0,1,999,0,nonexistent,no
286,33,blue-collar,married,high.school,no,yes,no,cellular,jun,mon,110.0,2,999,0,nonexistent,no
287,25,admin.,married,high.school,unknown,no,no,telephone,jun,thu,18.0,18,999,0,nonexistent,no
288,50,admin.,single,basic.9y,no,unknown,unknown,telephone,nov,thu,45.0,1,999,0,nonexistent,no
289,53,unknown,married,high.school,unknown,no,no,telephone,may,thu,303.0,1,999,0,nonexistent,no
290,30,student,single,professional.course,no,yes,no,telephone,sep,mon,379.0,3,999,0,nonexistent,no
291,28,admin.,single,high.school,no,yes,no,cellular,may,tue,91.0,1,999,0,nonexistent,no
292,33,admin.,married,university.degree,no,no,no,cellular,jul,wed,50.0,1,999,0,nonexistent,no
293,38,admin.,married,basic.6y,no,yes,no,cellular,jul,thu,135.0,3,999,0,nonexistent,no
294,36,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,423.0,2,999,0,nonexistent,no
295,47,admin.,married,university.degree,no,yes,no,telephone,may,mon,147.0,5,999,0,nonexistent,no
296,48,management,married,university.degree,no,no,no,telephone,may,fri,75.0,1,999,0,nonexistent,no
297,50,unknown,married,unknown,unknown,yes,no,cellular,aug,mon,90.0,2,999,0,nonexistent,no
298,51,admin.,married,university.degree,unknown,yes,no,cellular,jul,thu,141.0,11,999,0,nonexistent,no
299,35,technician,married,university.degree,no,no,no,cellular,aug,tue,241.0,4,999,0,nonexistent,no
300,39,management,married,professional.course,no,yes,no,cellular,may,thu,156.0,1,6,1,success,no
301,32,blue-collar,married,professional.course,no,yes,no,telephone,jun,mon,26.0,1,999,0,nonexistent,no
302,31,blue-collar,divorced,basic.6y,no,no,no,telephone,may,tue,255.0,1,999,0,nonexistent,no
303,37,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,wed,454.0,1,999,0,nonexistent,no
304,31,student,single,unknown,unknown,yes,no,telephone,jun,fri,16.0,8,999,0,nonexistent,no
305,27,blue-collar,married,basic.6y,no,yes,no,cellular,jul,fri,186.0,2,999,0,nonexistent,no
306,33,unemployed,divorced,professional.course,no,yes,no,telephone,aug,mon,331.0,1,999,0,nonexistent,no
307,38,technician,single,university.degree,no,no,no,cellular,apr,fri,202.0,5,999,1,failure,yes
308,39,services,married,high.school,no,yes,no,cellular,nov,fri,197.0,3,999,0,nonexistent,no
309,36,admin.,single,university.degree,no,yes,no,cellular,jul,thu,148.0,6,999,0,nonexistent,no
310,33,technician,married,university.degree,no,yes,no,cellular,jul,thu,76.0,4,999,0,nonexistent,no
311,42,technician,married,basic.9y,no,no,yes,cellular,apr,mon,437.0,2,999,0,nonexistent,no
312,33,entrepreneur,married,professional.course,no,yes,no,cellular,jul,wed,157.0,2,999,0,nonexistent,no
313,25,student,single,high.school,no,yes,no,cellular,sep,thu,574.0,3,999,0,nonexistent,yes
314,26,services,single,high.school,no,yes,no,telephone,jun,mon,256.0,1,999,0,nonexistent,no
315,58,services,married,basic.6y,no,yes,no,cellular,may,fri,44.0,2,999,0,nonexistent,no
316,29,admin.,single,university.degree,no,yes,no,cellular,aug,fri,488.0,1,999,0,nonexistent,no
317,47,retired,single,basic.6y,unknown,yes,no,cellular,jul,mon,72.0,3,999,0,nonexistent,no
318,37,entrepreneur,divorced,high.school,unknown,no,no,cellular,jul,wed,344.0,3,999,0,nonexistent,no
319,42,entrepreneur,married,basic.4y,unknown,no,no,cellular,may,mon,120.0,2,999,1,failure,no
320,32,admin.,single,high.school,no,no,no,cellular,nov,wed,421.0,1,999,0,nonexistent,no
321,58,entrepreneur,married,university.degree,no,no,no,telephone,jul,wed,38.0,1,999,0,nonexistent,no
322,40,admin.,married,university.degree,no,no,no,cellular,aug,thu,13.0,11,999,0,nonexistent,no
323,37,management,married,university.degree,no,no,no,telephone,jun,thu,288.0,1,999,0,nonexistent,no
324,68,retired,married,basic.4y,no,yes,no,cellular,oct,tue,102.0,1,6,2,success,yes
325,36,services,married,high.school,no,no,no,cellular,oct,fri,141.0,1,999,2,failure,no
326,33,entrepreneur,married,university.degree,no,yes,no,cellular,aug,mon,59.0,7,999,0,nonexistent,no
327,47,admin.,married,high.school,unknown,no,yes,telephone,jun,fri,383.0,1,999,0,nonexistent,no
328,37,admin.,divorced,university.degree,unknown,yes,no,cellular,may,mon,442.0,1,999,0,nonexistent,yes
329,41,unknown,married,unknown,no,yes,no,cellular,aug,tue,214.0,3,999,0,nonexistent,no
330,54,services,divorced,university.degree,no,no,no,cellular,may,tue,499.0,1,999,0,nonexistent,yes
331,46,services,married,high.school,unknown,no,no,cellular,jul,mon,57.0,2,999,0,nonexistent,no
332,26,blue-collar,single,high.school,no,no,no,telephone,jun,tue,185.0,1,999,0,nonexistent,no
333,51,admin.,married,university.degree,no,no,no,cellular,jun,mon,297.0,4,999,0,nonexistent,yes
334,30,admin.,married,unknown,no,no,no,cellular,jul,mon,234.0,11,999,0,nonexistent,no
335,24,technician,married,professional.course,no,yes,yes,cellular,may,thu,428.0,3,999,0,nonexistent,no
336,38,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,88.0,2,999,0,nonexistent,no
337,51,admin.,divorced,unknown,no,unknown,unknown,telephone,may,fri,152.0,1,999,0,nonexistent,no
338,25,self-employed,single,university.degree,unknown,yes,no,cellular,apr,mon,66.0,3,999,0,nonexistent,no
339,29,blue-collar,single,professional.course,no,no,no,cellular,jul,thu,43.0,8,999,0,nonexistent,no
340,58,housemaid,married,university.degree,unknown,yes,no,cellular,jul,mon,71.0,6,999,0,nonexistent,no
341,33,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,155.0,1,999,0,nonexistent,no
342,34,entrepreneur,single,university.degree,no,yes,no,cellular,may,tue,168.0,2,999,0,nonexistent,no
343,46,technician,married,professional.course,no,no,yes,cellular,nov,fri,98.0,5,999,0,nonexistent,no
344,33,technician,married,high.school,unknown,no,no,cellular,aug,fri,442.0,1,999,0,nonexistent,no
345,62,retired,married,professional.course,no,yes,yes,cellular,aug,fri,517.0,2,999,1,failure,yes
346,63,retired,married,university.degree,no,yes,no,cellular,aug,mon,79.0,1,6,2,failure,no
347,46,services,married,professional.course,no,no,no,telephone,may,fri,115.0,1,999,0,nonexistent,no
348,34,admin.,married,university.degree,no,yes,no,telephone,may,thu,419.0,2,999,0,nonexistent,no
349,30,admin.,married,university.degree,no,no,no,cellular,aug,thu,165.0,1,999,0,nonexistent,no
350,46,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,196.0,2,999,0,nonexistent,no
351,33,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,75.0,1,999,0,nonexistent,no
352,47,management,married,university.degree,no,yes,yes,telephone,may,fri,80.0,1,999,0,nonexistent,no
353,38,admin.,married,unknown,no,no,yes,cellular,jul,wed,311.0,3,999,0,nonexistent,no
354,40,entrepreneur,divorced,university.degree,no,no,no,cellular,nov,mon,364.0,1,999,0,nonexistent,no
355,31,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,282.0,2,999,0,nonexistent,no
356,30,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,99.0,1,999,0,nonexistent,no
357,49,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,fri,210.0,1,999,0,nonexistent,no
358,47,admin.,married,professional.course,no,no,no,telephone,jun,mon,317.0,6,999,0,nonexistent,no
359,27,services,married,basic.6y,no,no,no,cellular,may,tue,142.0,2,999,1,failure,no
360,26,technician,single,high.school,no,yes,yes,cellular,jul,mon,894.0,7,999,0,nonexistent,yes
361,44,self-employed,married,basic.9y,no,yes,no,telephone,jun,tue,249.0,1,999,0,nonexistent,no
362,51,blue-collar,married,basic.4y,unknown,yes,no,cellular,nov,tue,271.0,1,999,0,nonexistent,no
363,32,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,105.0,1,999,0,nonexistent,no
364,39,housemaid,married,basic.9y,no,yes,no,cellular,nov,fri,150.0,4,999,0,nonexistent,no
365,54,admin.,single,university.degree,no,no,no,cellular,may,mon,337.0,1,999,0,nonexistent,yes
366,31,services,single,high.school,no,no,no,cellular,may,wed,1298.0,2,999,0,nonexistent,yes
367,50,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,229.0,2,999,0,nonexistent,no
368,35,technician,married,university.degree,unknown,no,no,cellular,aug,thu,246.0,1,999,0,nonexistent,no
369,31,admin.,single,university.degree,no,no,no,cellular,oct,thu,334.0,1,999,0,nonexistent,no
370,48,technician,married,professional.course,no,no,no,telephone,jul,thu,77.0,1,999,0,nonexistent,no
371,56,retired,married,university.degree,no,yes,no,telephone,may,wed,199.0,3,999,0,nonexistent,no
372,45,admin.,married,high.school,no,yes,no,cellular,apr,fri,33.0,2,999,0,nonexistent,no
373,40,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,252.0,3,999,0,nonexistent,no
374,43,housemaid,married,basic.4y,unknown,no,yes,telephone,may,wed,228.0,1,999,0,nonexistent,no
375,30,unemployed,single,university.degree,no,yes,yes,cellular,jul,wed,266.0,3,999,0,nonexistent,no
376,25,technician,single,professional.course,no,yes,no,cellular,jul,thu,312.0,5,999,0,nonexistent,no
377,39,housemaid,married,basic.4y,no,no,yes,telephone,may,fri,74.0,4,999,0,nonexistent,no
378,30,management,married,basic.9y,no,yes,no,telephone,may,tue,298.0,1,999,0,nonexistent,no
379,32,blue-collar,single,high.school,no,no,no,telephone,jul,thu,234.0,4,999,0,nonexistent,no
380,35,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,108.0,4,999,0,nonexistent,no
381,50,admin.,married,university.degree,no,yes,no,cellular,jul,wed,115.0,1,999,0,nonexistent,no
382,27,student,single,high.school,no,yes,no,cellular,jul,fri,100.0,2,999,0,nonexistent,no
383,38,admin.,married,high.school,no,no,no,telephone,jun,mon,117.0,2,999,0,nonexistent,no
384,41,admin.,married,university.degree,no,no,yes,cellular,jul,mon,396.0,2,999,0,nonexistent,no
385,37,technician,divorced,professional.course,no,yes,no,cellular,apr,thu,211.0,1,999,0,nonexistent,no
386,34,technician,single,professional.course,no,no,yes,cellular,may,mon,217.0,1,999,1,failure,no
387,47,entrepreneur,married,university.degree,no,yes,no,telephone,may,fri,329.0,3,999,0,nonexistent,no
388,32,admin.,single,university.degree,no,yes,no,telephone,oct,tue,376.0,1,999,2,failure,no
389,33,admin.,single,university.degree,no,yes,yes,telephone,jun,wed,553.0,1,999,0,nonexistent,no
390,37,blue-collar,single,basic.9y,no,no,no,telephone,may,fri,136.0,1,999,0,nonexistent,no
391,28,technician,single,professional.course,no,yes,no,cellular,jul,wed,111.0,1,999,0,nonexistent,no
392,57,retired,divorced,basic.4y,unknown,no,no,cellular,jul,fri,655.0,4,999,0,nonexistent,yes
393,35,admin.,married,professional.course,no,no,no,telephone,jun,mon,62.0,1,999,0,nonexistent,no
394,59,services,married,university.degree,no,yes,no,cellular,oct,mon,162.0,1,999,0,nonexistent,no
395,42,unemployed,married,high.school,unknown,no,no,telephone,jun,fri,89.0,1,999,0,nonexistent,no
396,28,services,single,high.school,no,unknown,unknown,cellular,may,tue,48.0,3,999,1,failure,no
397,36,housemaid,divorced,basic.9y,no,yes,no,cellular,nov,tue,59.0,1,999,1,failure,no
398,50,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,100.0,1,999,0,nonexistent,no
399,53,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,489.0,2,999,0,nonexistent,no
400,43,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,190.0,1,999,0,nonexistent,no
401,35,admin.,divorced,high.school,no,yes,no,telephone,jul,thu,197.0,3,999,0,nonexistent,no
402,27,services,married,high.school,unknown,no,yes,telephone,may,fri,100.0,4,999,0,nonexistent,no
403,50,self-employed,married,university.degree,no,no,no,telephone,may,wed,312.0,1,999,0,nonexistent,no
404,63,retired,married,unknown,no,yes,no,cellular,apr,thu,144.0,4,999,0,nonexistent,yes
405,36,services,married,high.school,unknown,no,no,telephone,may,mon,427.0,1,999,0,nonexistent,no
406,39,admin.,single,high.school,unknown,no,no,telephone,may,tue,215.0,1,999,0,nonexistent,no
407,53,unknown,married,basic.4y,unknown,no,no,cellular,aug,wed,124.0,4,999,0,nonexistent,no
408,25,blue-collar,married,basic.4y,no,no,yes,cellular,jul,thu,521.0,1,999,0,nonexistent,no
409,44,unemployed,single,basic.4y,no,no,no,telephone,jun,wed,33.0,1,999,0,nonexistent,no
410,64,retired,married,university.degree,no,no,no,cellular,apr,fri,173.0,2,999,0,nonexistent,no
411,28,technician,divorced,professional.course,unknown,yes,no,telephone,may,thu,174.0,1,999,0,nonexistent,no
412,36,admin.,married,high.school,no,no,no,telephone,jun,fri,355.0,4,999,0,nonexistent,no
413,44,blue-collar,married,professional.course,unknown,no,no,cellular,jul,tue,407.0,4,999,0,nonexistent,no
414,58,management,married,university.degree,no,yes,no,cellular,nov,wed,394.0,2,999,0,nonexistent,no
415,31,technician,single,professional.course,no,yes,no,telephone,oct,tue,54.0,1,999,1,failure,no
416,32,self-employed,single,university.degree,no,yes,no,cellular,aug,thu,148.0,3,999,0,nonexistent,no
417,27,blue-collar,single,basic.4y,no,no,no,cellular,jul,thu,508.0,1,999,0,nonexistent,no
418,36,entrepreneur,single,basic.4y,no,no,no,cellular,jun,tue,166.0,1,999,0,nonexistent,no
419,41,admin.,divorced,university.degree,no,yes,no,telephone,nov,mon,110.0,2,999,0,nonexistent,no
420,51,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,359.0,2,999,1,failure,no
421,22,services,single,high.school,no,yes,no,telephone,jun,mon,94.0,2,999,0,nonexistent,no
422,56,blue-collar,married,basic.9y,no,yes,no,cellular,nov,thu,994.0,1,999,1,failure,yes
423,35,technician,married,professional.course,no,yes,no,telephone,jun,thu,18.0,31,999,0,nonexistent,no
424,53,retired,married,high.school,unknown,yes,no,telephone,jun,fri,211.0,2,999,0,nonexistent,no
425,49,admin.,divorced,high.school,no,no,no,cellular,may,mon,128.0,3,999,1,failure,no
426,31,self-employed,married,university.degree,no,no,no,cellular,jul,thu,245.0,5,999,0,nonexistent,no
427,50,management,married,university.degree,no,no,no,telephone,jun,fri,114.0,5,999,0,nonexistent,no
428,40,blue-collar,married,basic.6y,unknown,no,no,telephone,may,tue,85.0,2,999,0,nonexistent,no
429,49,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,135.0,1,999,2,failure,no
430,52,admin.,single,university.degree,no,yes,no,cellular,aug,fri,436.0,4,999,0,nonexistent,no
431,49,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,154.0,2,999,0,nonexistent,no
432,18,student,single,basic.6y,no,yes,no,cellular,aug,mon,628.0,1,999,0,nonexistent,no
433,25,blue-collar,single,basic.9y,no,no,no,cellular,may,fri,121.0,3,999,0,nonexistent,no
434,58,admin.,divorced,university.degree,no,yes,no,telephone,jun,mon,282.0,7,999,0,nonexistent,no
435,44,technician,married,professional.course,unknown,no,no,telephone,may,thu,284.0,5,999,0,nonexistent,no
436,46,blue-collar,married,professional.course,unknown,no,no,telephone,jun,thu,187.0,1,999,0,nonexistent,no
437,39,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,30.0,8,999,0,nonexistent,no
438,30,housemaid,married,professional.course,no,yes,no,cellular,aug,mon,105.0,3,999,0,nonexistent,no
439,37,admin.,single,university.degree,no,no,no,cellular,aug,wed,125.0,11,999,0,nonexistent,no
440,25,blue-collar,single,high.school,unknown,no,yes,cellular,may,thu,338.0,3,999,0,nonexistent,no
441,30,blue-collar,married,basic.4y,no,yes,no,cellular,nov,wed,126.0,2,999,0,nonexistent,no
442,33,management,single,university.degree,no,yes,no,telephone,jun,thu,118.0,3,999,0,nonexistent,no
443,32,technician,married,basic.9y,no,no,no,telephone,jun,fri,82.0,1,999,0,nonexistent,no
444,52,housemaid,married,basic.6y,no,yes,no,cellular,aug,tue,1134.0,1,999,0,nonexistent,yes
445,49,unemployed,married,high.school,no,yes,no,telephone,may,mon,96.0,1,999,0,nonexistent,no
446,33,admin.,single,university.degree,no,yes,no,cellular,jul,tue,156.0,4,999,0,nonexistent,no
447,51,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,470.0,2,999,0,nonexistent,no
448,34,technician,single,basic.9y,no,yes,no,cellular,aug,mon,140.0,3,999,0,nonexistent,no
449,31,blue-collar,married,basic.9y,unknown,no,no,cellular,nov,thu,425.0,2,999,0,nonexistent,no
450,32,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,207.0,7,999,0,nonexistent,no
451,44,blue-collar,married,professional.course,no,no,no,telephone,jun,mon,239.0,1,999,0,nonexistent,no
452,57,management,married,university.degree,no,no,no,cellular,jul,thu,164.0,1,999,0,nonexistent,no
453,73,retired,divorced,high.school,no,no,yes,cellular,dec,tue,63.0,3,6,2,success,yes
454,38,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,tue,403.0,7,999,0,nonexistent,no
455,30,self-employed,single,university.degree,no,yes,no,telephone,jun,tue,2621.0,3,999,0,nonexistent,yes
456,56,technician,married,unknown,no,yes,no,telephone,jun,fri,471.0,2,999,0,nonexistent,no
457,41,admin.,married,unknown,no,no,no,cellular,sep,wed,845.0,1,7,3,success,yes
458,35,blue-collar,married,unknown,no,no,no,telephone,may,wed,146.0,1,999,0,nonexistent,no
459,35,technician,single,professional.course,no,no,no,cellular,nov,wed,161.0,1,999,0,nonexistent,no
460,34,technician,single,university.degree,no,yes,no,cellular,jul,wed,329.0,1,999,0,nonexistent,no
461,45,unemployed,married,basic.6y,unknown,no,no,cellular,jul,wed,211.0,2,999,0,nonexistent,no
462,33,services,single,high.school,no,no,no,telephone,jun,fri,9.0,18,999,0,nonexistent,no
463,50,entrepreneur,married,basic.9y,no,yes,no,cellular,jul,thu,129.0,1,999,0,nonexistent,no
464,33,services,married,high.school,no,yes,no,telephone,jun,thu,124.0,2,999,0,nonexistent,no
465,39,admin.,married,professional.course,no,no,yes,cellular,aug,fri,323.0,3,999,0,nonexistent,no
466,40,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,117.0,4,999,0,nonexistent,no
467,58,admin.,married,basic.4y,unknown,no,yes,cellular,may,fri,186.0,2,999,0,nonexistent,no
468,52,housemaid,married,basic.4y,no,no,yes,cellular,jul,fri,183.0,2,999,0,nonexistent,no
469,39,technician,married,professional.course,unknown,yes,no,cellular,aug,wed,145.0,2,999,0,nonexistent,no
470,51,retired,married,university.degree,unknown,no,no,cellular,jul,tue,94.0,3,999,0,nonexistent,no
471,35,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,298.0,1,999,0,nonexistent,no
